MC	<p>d800_6730</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #e63900">orangeish</span> <span style="color: #b3b300">yellow</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #e63900"><strong>orange</strong> (600 nm)</span>	Incorrect	<span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span> and <span style="color: #e63900"><strong>orange</strong> (600 nm)</span>	Incorrect	<span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Correct	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span>	Incorrect
MC	<p>023d_2fc9</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #b3b300">yellowish</span> <span style="color: #000080">blue</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #990000"><strong>red</strong> (700 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Incorrect	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Correct
MC	<p>e775_77f9</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #b3b300">yellowish</span> <span style="color: #006600">green</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect	<span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Correct	<span style="color: #006600"><strong>green</strong> (530 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Incorrect
MC	<p>e775_05cd</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #b3b300">yellowish</span> <span style="color: #006600">green</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span> and <span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span>	Incorrect	<span style="color: #990000"><strong>red</strong> (700 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Correct	<span style="color: #006600"><strong>green</strong> (530 nm)</span> and <span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span>	Incorrect
MC	<p>1959_e995</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #006600">greenish</span> <span style="color: #000080">blue</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #990000"><strong>red</strong> (700 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Incorrect	<span style="color: #006600"><strong>green</strong> (530 nm)</span> and <span style="color: #e63900"><strong>orange</strong> (600 nm)</span>	Incorrect	<span style="color: #006600"><strong>green</strong> (530 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Incorrect	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #e63900"><strong>orange</strong> (600 nm)</span>	Correct
MC	<p>a3ef_c4f2</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #000080">blue</span> and <span style="color: #9d159d">violet</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span> and <span style="color: #9d159d"><strong>violet</strong> (410 nm)</span>	Incorrect	<span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Correct	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #e63900"><strong>orange</strong> (600 nm)</span>	Incorrect	<span style="color: #000080"><strong>blue</strong> (460 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Incorrect
MC	<p>1959_8acc</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #006600">greenish</span> <span style="color: #000080">blue</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect	<span style="color: #006600"><strong>green</strong> (530 nm)</span> and <span style="color: #9d159d"><strong>violet</strong> (410 nm)</span>	Incorrect	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #e63900"><strong>orange</strong> (600 nm)</span>	Correct	<span style="color: #000080"><strong>blue</strong> (460 nm)</span> and <span style="color: #e63900"><strong>orange</strong> (600 nm)</span>	Incorrect
MC	<p>d800_6316</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #e63900">orangeish</span> <span style="color: #b3b300">yellow</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span>	Correct	<span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span> and <span style="color: #e63900"><strong>orange</strong> (600 nm)</span>	Incorrect	<span style="color: #e63900"><strong>orange</strong> (600 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Incorrect	<span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span> and <span style="color: #9d159d"><strong>violet</strong> (410 nm)</span>	Incorrect
MC	<p>023d_6c75</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #b3b300">yellowish</span> <span style="color: #000080">blue</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #990000"><strong>red</strong> (700 nm)</span> and <span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span>	Incorrect	<span style="color: #006600"><strong>green</strong> (530 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Incorrect	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Correct	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Incorrect
MC	<p>fecf_0800</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #990000">reddish</span> <span style="color: #b3b300">yellow</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #e63900"><strong>orange</strong> (600 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Incorrect	<span style="color: #000080"><strong>blue</strong> (460 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Incorrect	<span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Correct	<span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Incorrect
MC	<p>e775_c668</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #b3b300">yellowish</span> <span style="color: #006600">green</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect	<span style="color: #006600"><strong>green</strong> (530 nm)</span> and <span style="color: #9d159d"><strong>violet</strong> (410 nm)</span>	Incorrect	<span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span> and <span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span>	Incorrect	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span>	Correct
MC	<p>1959_c265</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #006600">greenish</span> <span style="color: #000080">blue</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #e63900"><strong>orange</strong> (600 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect	<span style="color: #006600"><strong>green</strong> (530 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Incorrect	<span style="color: #000080"><strong>blue</strong> (460 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Incorrect	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #e63900"><strong>orange</strong> (600 nm)</span>	Correct
MC	<p>fecf_bd06</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #990000">reddish</span> <span style="color: #b3b300">yellow</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #990000"><strong>red</strong> (700 nm)</span> and <span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span>	Incorrect	<span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span> and <span style="color: #9d159d"><strong>violet</strong> (410 nm)</span>	Incorrect	<span style="color: #e63900"><strong>orange</strong> (600 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Incorrect	<span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Correct
MC	<p>1959_0ab7</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #006600">greenish</span> <span style="color: #000080">blue</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #000080"><strong>blue</strong> (460 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Incorrect	<span style="color: #e63900"><strong>orange</strong> (600 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Correct	<span style="color: #000080"><strong>blue</strong> (460 nm)</span> and <span style="color: #9d159d"><strong>violet</strong> (410 nm)</span>	Incorrect	<span style="color: #990000"><strong>red</strong> (700 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect
MC	<p>023d_1e67</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #b3b300">yellowish</span> <span style="color: #000080">blue</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #990000"><strong>red</strong> (700 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect	<span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span> and <span style="color: #9d159d"><strong>violet</strong> (410 nm)</span>	Incorrect	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Correct	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect
MC	<p>1959_5f40</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #006600">greenish</span> <span style="color: #000080">blue</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #e63900"><strong>orange</strong> (600 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Incorrect	<span style="color: #000080"><strong>blue</strong> (460 nm)</span> and <span style="color: #9d159d"><strong>violet</strong> (410 nm)</span>	Incorrect	<span style="color: #990000"><strong>red</strong> (700 nm)</span> and <span style="color: #006600"><strong>green</strong> (530 nm)</span>	Incorrect	<span style="color: #e63900"><strong>orange</strong> (600 nm)</span> and <span style="color: #990000"><strong>red</strong> (700 nm)</span>	Correct
MC	<p>d800_cc94</p> <p>A plant with unique photosynthetic pigments has leaves that appear <strong><span style="color: #e63900">orangeish</span> <span style="color: #b3b300">yellow</span></strong>.</p><p>Which one of the following wavelengths of visible light would most effectively be absorbed by this pigment?</p>	<span style="color: #9d159d"><strong>violet</strong> (410 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Correct	<span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span> and <span style="color: #000080"><strong>blue</strong> (460 nm)</span>	Incorrect	<span style="color: #4a0080"><strong>indigo</strong> (430 nm)</span> and <span style="color: #e63900"><strong>orange</strong> (600 nm)</span>	Incorrect	<span style="color: #000080"><strong>blue</strong> (460 nm)</span> and <span style="color: #b3b300"><strong>yellow</strong> (580 nm)</span>	Incorrect
